City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather description,Rain inches(last 3 hrs),Snow inches(last 3 hrs)
230,Meulaboh,4.14,96.13,84.76,69,40,5.55,ID,2020-02-23 15:39:16,scattered clouds,0.0,0.0
231,Nova Borova,50.69,28.63,41.43,65,100,14.65,UA,2020-02-23 15:39:16,overcast clouds,0.0,0.0
232,Haines Junction,60.75,-137.51,4.37,96,100,6.06,CA,2020-02-23 15:39:16,light snow,0.0,1.06
233,Yar-Sale,66.83,70.83,29.46,85,100,24.36,RU,2020-02-23 15:39:17,overcast clouds,0.0,0.0
234,Kahului,20.89,-156.47,66.2,82,20,8.05,US,2020-02-23 15:39:17,few clouds,0.0,0.0
235,Bandar,2.05,99.75,74.97,82,14,0.36,ID,2020-02-23 15:36:00,few clouds,0.0,0.0
236,Maceio,-9.67,-35.74,89.6,62,40,6.93,BR,2020-02-23 15:37:00,scattered clouds,0.0,0.0
237,Batsfjord,70.63,29.72,24.8,85,75,4.7,NO,2020-02-23 15:39:18,broken clouds,0.0,0.0
238,Yatou,37.15,122.38,42.35,83,0,13.02,CN,2020-02-23 15:39:18,clear sky,0.0,0.0
239,Kilis,36.72,37.12,48.2,87,75,9.17,TR,2020-02-23 15:39:18,broken clouds,0.0,0.0
240,Frutal,-20.02,-48.94,79.34,76,73,4.29,BR,2020-02-23 15:39:18,broken clouds,0.0,0.0
241,Itarema,-2.92,-39.92,83.5,81,97,6.78,BR,2020-02-23 15:39:18,light rain,0.88,0.0
242,Santa Luzia,-19.77,-43.85,77.0,73,75,11.41,BR,2020-02-23 15:39:19,broken clouds,0.0,0.0
243,Rio Gallegos,-51.62,-69.22,59.0,41,69,13.87,AR,2020-02-23 15:39:19,broken clouds,0.0,0.0
244,Khash,28.22,61.22,61.25,51,0,11.1,IR,2020-02-23 15:39:19,clear sky,0.0,0.0
245,Mayumba,-3.43,10.66,82.29,82,3,14.03,GA,2020-02-23 15:39:19,light rain,0.25,0.0
246,Aswan,24.09,32.91,73.4,17,100,9.17,EG,2020-02-23 15:39:20,overcast clouds,0.0,0.0
247,Ciudad Bolivar,8.12,-63.55,88.81,43,100,8.48,VE,2020-02-23 15:35:40,overcast clouds,0.0,0.0
248,Carquefou,47.3,-1.49,55.0,93,90,12.75,FR,2020-02-23 15:35:12,overcast clouds,0.0,0.0
249,Teguldet,57.31,88.17,18.37,97,98,2.89,RU,2020-02-23 15:39:21,overcast clouds,0.0,0.0
250,Kyabram,-36.32,145.05,73.0,54,2,6.08,AU,2020-02-23 15:39:22,clear sky,0.0,0.0
251,Cidreira,-30.18,-50.21,70.16,65,0,7.09,BR,2020-02-23 15:39:22,clear sky,0.0,0.0
252,Blagoyevo,63.37,47.92,31.24,88,100,18.19,RU,2020-02-23 15:39:22,light snow,0.0,0.25
253,Chuy,-33.7,-53.46,72.36,56,35,3.49,UY,2020-02-23 15:39:22,scattered clouds,0.0,0.0
254,Tual,-5.67,132.75,82.9,80,63,10.96,ID,2020-02-23 15:39:23,light rain,0.38,0.0
255,Kavaratti,10.57,72.64,82.53,71,88,1.07,IN,2020-02-23 15:36:01,overcast clouds,0.0,0.0
256,Morant Bay,17.88,-76.41,84.2,58,20,3.36,JM,2020-02-23 15:39:24,few clouds,0.0,0.0
257,Ribeira Grande,38.52,-28.7,62.6,67,75,8.05,PT,2020-02-23 15:39:24,broken clouds,0.0,0.0
258,Krasnoarmeysk,51.02,45.7,33.01,91,100,5.01,RU,2020-02-23 15:39:24,light snow,0.0,0.63
259,Hibbing,47.43,-92.94,35.6,92,1,10.29,US,2020-02-23 15:39:24,clear sky,0.0,0.0
260,Husavik,66.04,-17.34,26.78,67,1,10.74,IS,2020-02-23 15:39:24,clear sky,0.0,0.0
261,Gameleira,-8.58,-35.39,87.13,56,79,6.69,BR,2020-02-23 15:39:25,broken clouds,0.0,0.0
262,Anadyr,64.75,177.48,-27.0,74,0,4.47,RU,2020-02-23 15:39:25,clear sky,0.0,0.0
263,Victoria,22.29,114.16,69.01,56,20,16.11,HK,2020-02-23 15:35:24,few clouds,0.0,0.0
264,Avera,33.19,-82.53,52.0,57,1,3.36,US,2020-02-23 15:39:25,clear sky,0.0,0.0
265,Zaysan,47.47,84.87,26.11,97,100,2.48,KZ,2020-02-23 15:39:25,light snow,0.0,0.94
266,Saint-Felicien,48.65,-72.45,34.0,64,75,13.87,CA,2020-02-23 15:39:26,broken clouds,0.0,0.0
267,Hailey,43.52,-114.32,21.2,67,5,10.29,US,2020-02-23 15:39:26,clear sky,0.0,0.0
268,Yakeshi,49.28,120.73,-0.74,100,78,3.44,CN,2020-02-23 15:39:26,broken clouds,0.0,0.0
269,Fort-Shevchenko,44.51,50.26,42.48,83,100,2.1,KZ,2020-02-23 15:39:26,overcast clouds,0.0,0.0
270,Qui Nhon,13.77,109.23,62.85,92,0,3.02,VN,2020-02-23 15:39:26,clear sky,0.0,0.0
271,Penzance,50.12,-5.54,53.01,100,100,17.22,GB,2020-02-23 15:39:27,overcast clouds,0.0,0.0
272,Sechura,-5.56,-80.82,75.13,80,73,4.59,PE,2020-02-23 15:39:27,broken clouds,0.0,0.0
273,Zhicheng,30.3,111.5,57.99,78,38,2.15,CN,2020-02-23 15:39:27,scattered clouds,0.0,0.0
274,Ribas Do Rio Pardo,-20.44,-53.76,72.9,72,74,4.54,BR,2020-02-23 15:39:27,broken clouds,0.0,0.0
275,Filadelfia,39.95,-75.16,51.01,23,1,8.05,US,2020-02-23 15:37:02,clear sky,0.0,0.0
276,Camacha,33.08,-16.33,69.8,82,20,18.34,PT,2020-02-23 15:39:28,few clouds,0.0,0.0
277,Tshela,-4.98,12.93,83.98,70,73,5.59,CD,2020-02-23 15:39:28,broken clouds,0.0,0.0
278,Kerema,-7.96,145.78,76.89,95,100,3.8,PG,2020-02-23 15:39:28,moderate rain,3.75,0.0
279,Barguzin,53.62,109.62,3.45,92,0,2.01,RU,2020-02-23 15:39:29,clear sky,0.0,0.0
280,Manyana,-23.4,21.72,74.35,66,97,7.49,BW,2020-02-23 15:39:29,light rain,1.0,0.0
281,Amuntai,-2.42,115.25,76.73,89,100,1.77,ID,2020-02-23 15:39:29,moderate rain,3.06,0.0
282,Kansk,56.2,95.72,8.47,96,9,2.08,RU,2020-02-23 15:39:29,clear sky,0.0,0.0
283,Ripon,54.14,-1.52,45.0,55,54,24.16,GB,2020-02-23 15:39:29,broken clouds,0.0,0.0
284,Coihaique,-45.58,-72.07,68.0,40,11,6.93,CL,2020-02-23 15:39:30,few clouds,0.0,0.0
285,East London,-33.02,27.91,68.0,64,40,12.75,ZA,2020-02-23 15:39:30,scattered clouds,0.0,0.0
286,Port-Gentil,-0.72,8.78,87.8,79,20,10.29,GA,2020-02-23 15:39:30,few clouds,0.0,0.0
287,Mawlaik,23.63,94.42,67.51,64,7,0.94,MM,2020-02-23 15:39:30,clear sky,0.0,0.0
288,Nikolskoye,59.7,30.79,39.2,80,75,13.42,RU,2020-02-23 15:39:30,broken clouds,0.0,0.0
289,Torrington,41.8,-73.12,48.0,38,1,3.36,US,2020-02-23 15:35:01,clear sky,0.0,0.0
290,Kawalu,-7.38,108.21,72.93,93,96,2.51,ID,2020-02-23 15:39:31,light rain,1.31,0.0
291,Vostok,46.49,135.88,-0.47,95,10,5.75,RU,2020-02-23 15:39:31,clear sky,0.0,0.0
292,Hohhot,40.81,111.65,30.2,54,14,6.71,CN,2020-02-23 15:38:13,few clouds,0.0,0.0
293,Aranos,-24.13,19.12,81.81,45,44,11.74,NA,2020-02-23 15:39:31,scattered clouds,0.0,0.0
294,Greenwood,34.17,-82.12,54.0,49,1,4.7,US,2020-02-23 15:38:57,clear sky,0.0,0.0
295,Nagato,34.38,131.2,42.8,75,0,5.82,JP,2020-02-23 15:39:32,clear sky,0.0,0.0
296,Ilulissat,69.22,-51.1,1.4,49,0,2.24,GL,2020-02-23 15:39:33,clear sky,0.0,0.0
297,Bernalillo,35.05,-106.67,43.0,100,75,11.41,US,2020-02-23 15:39:33,shower rain,0.0,0.0
298,Provideniya,64.38,-173.3,-10.43,80,0,2.66,RU,2020-02-23 15:39:33,clear sky,0.0,0.0
299,Tecoanapa,16.52,-98.75,83.98,49,0,1.21,MX,2020-02-23 15:39:33,clear sky,0.0,0.0
300,Huarmey,-10.07,-78.15,81.9,47,62,6.67,PE,2020-02-23 15:39:33,broken clouds,0.0,0.0
301,Chapais,49.78,-74.85,30.2,74,1,6.93,CA,2020-02-23 15:39:34,clear sky,0.0,0.0
302,Port Hardy,50.7,-127.42,39.2,93,90,23.04,CA,2020-02-23 15:39:34,shower rain,0.0,0.0
303,Tiznit,29.58,-9.5,75.9,11,0,26.53,MA,2020-02-23 15:39:34,clear sky,0.0,0.0
304,La Crosse,43.8,-91.24,37.99,83,1,8.05,US,2020-02-23 15:38:41,clear sky,0.0,0.0
305,Vila,42.03,-8.16,73.0,53,0,2.68,PT,2020-02-23 15:39:35,clear sky,0.0,0.0
306,Lethem,3.38,-59.8,94.21,40,3,15.77,GY,2020-02-23 15:39:35,clear sky,0.0,0.0
307,Comodoro Rivadavia,-45.87,-67.5,68.0,56,3,8.05,AR,2020-02-23 15:39:35,clear sky,0.0,0.0
308,Ancud,-41.87,-73.82,60.8,72,75,10.29,CL,2020-02-23 15:39:36,broken clouds,0.0,0.0
309,Airai,-8.93,125.41,67.93,88,100,2.86,TL,2020-02-23 15:39:36,light rain,0.31,0.0
310,Uvarovo,51.98,42.26,31.6,97,100,17.63,RU,2020-02-23 15:39:36,light snow,0.0,0.75
311,Emerald,-23.53,148.17,75.2,94,90,11.41,AU,2020-02-23 15:39:37,overcast clouds,0.0,0.0
312,Baoding,38.85,115.49,42.78,35,0,6.91,CN,2020-02-23 15:39:37,clear sky,0.0,0.0
313,Nanortalik,60.14,-45.24,28.42,74,100,3.58,GL,2020-02-23 15:39:37,light snow,0.0,0.56
314,Saint-Francois,46.42,3.91,64.99,45,87,8.05,FR,2020-02-23 15:39:38,overcast clouds,0.0,0.0
315,Mount Gambier,-37.83,140.77,55.4,100,100,8.05,AU,2020-02-23 15:39:38,overcast clouds,0.0,0.0
316,Hamadan,34.8,48.51,50.0,39,40,6.93,IR,2020-02-23 15:39:00,scattered clouds,0.0,0.0
317,Celestun,20.87,-90.4,69.37,72,14,11.27,MX,2020-02-23 15:39:38,few clouds,0.0,0.0
318,Back Mountain,41.34,-76.0,45.0,26,1,9.17,US,2020-02-23 15:39:39,clear sky,0.0,0.0
319,Marawi,8.0,124.29,77.0,86,46,7.0,PH,2020-02-23 15:39:39,scattered clouds,0.0,0.0
320,Santa Maria,-29.68,-53.81,73.4,64,40,12.75,BR,2020-02-23 15:39:39,scattered clouds,0.0,0.0
321,Shepsi,44.04,39.15,44.69,73,100,11.43,RU,2020-02-23 15:39:39,overcast clouds,0.0,0.0
322,Anupgarh,29.19,73.21,71.13,36,0,2.59,IN,2020-02-23 15:39:39,clear sky,0.0,0.0
323,Westport,41.14,-73.36,50.0,41,1,8.05,US,2020-02-23 15:39:40,clear sky,0.0,0.0
324,Bathsheba,13.22,-59.52,86.0,70,75,17.22,BB,2020-02-23 15:39:40,shower rain,0.0,0.0
325,Isangel,-19.55,169.27,71.6,88,20,18.05,VU,2020-02-23 15:39:40,few clouds,0.0,0.0
326,Saumur,47.33,-0.25,54.0,87,90,16.11,FR,2020-02-23 15:39:40,overcast clouds,0.0,0.0
327,Santa Fe,-31.63,-60.7,82.0,42,0,5.01,AR,2020-02-23 15:35:23,clear sky,0.0,0.0
328,Sungurlu,40.17,34.37,33.1,92,66,3.22,TR,2020-02-23 15:39:41,broken clouds,0.0,0.0
329,Mareeba,-17.0,145.43,78.8,94,90,3.36,AU,2020-02-23 15:39:41,overcast clouds,0.0,0.0
330,Myitkyina,25.38,97.4,60.58,91,100,3.6,MM,2020-02-23 15:39:41,light rain,1.13,0.0
331,Turayf,31.67,38.66,62.6,39,85,18.34,SA,2020-02-23 15:39:42,overcast clouds,0.0,0.0
332,Fortuna,40.6,-124.16,48.0,87,90,0.87,US,2020-02-23 15:39:42,overcast clouds,0.0,0.0
333,Tuatapere,-46.13,167.68,55.0,87,53,4.0,NZ,2020-02-23 15:39:42,broken clouds,0.0,0.0
334,Oranjemund,-28.55,16.43,82.36,35,0,22.66,NA,2020-02-23 15:39:42,clear sky,0.0,0.0
335,Two Rivers,44.15,-87.57,37.4,74,1,5.82,US,2020-02-23 15:39:42,clear sky,0.0,0.0
336,Te Anau,-45.42,167.72,47.98,84,38,5.88,NZ,2020-02-23 15:39:43,scattered clouds,0.0,0.0
337,Aktau,43.65,51.2,44.6,87,75,2.24,KZ,2020-02-23 15:37:51,broken clouds,0.0,0.0
338,Bima,-8.47,118.72,73.06,96,100,2.08,ID,2020-02-23 15:39:43,overcast clouds,0.0,0.0
339,Borogontsy,62.67,131.17,-10.17,98,93,2.68,RU,2020-02-23 15:39:43,overcast clouds,0.0,0.0
340,Klaksvik,62.23,-6.59,35.6,69,62,11.41,FO,2020-02-23 15:39:43,light rain,0.0,0.0
341,San Vicente,-26.62,-54.13,79.0,67,100,1.01,AR,2020-02-23 15:39:44,overcast clouds,0.0,0.0
342,Picos,-7.08,-41.47,86.54,65,93,2.62,BR,2020-02-23 15:39:24,overcast clouds,0.0,0.0
343,Matoury,4.85,-52.33,82.4,78,90,17.22,GF,2020-02-23 15:39:44,light rain,0.0,0.0
344,San Carlos De Bariloche,-41.15,-71.31,71.6,28,0,20.8,AR,2020-02-23 15:36:24,clear sky,0.0,0.0
345,Nioki,-2.72,17.68,94.6,44,100,2.68,CD,2020-02-23 15:39:44,overcast clouds,0.0,0.0
346,Petropavlovskaya,45.08,40.45,42.66,74,98,11.63,RU,2020-02-23 15:39:45,overcast clouds,0.0,0.0
347,Sierra Vista,31.55,-110.3,46.99,70,1,13.87,US,2020-02-23 15:39:45,clear sky,0.0,0.0
348,Gorontalo,0.54,123.06,74.35,90,30,4.16,ID,2020-02-23 15:39:45,scattered clouds,0.0,0.0
349,Luganville,-15.53,167.17,80.6,78,20,5.82,VU,2020-02-23 15:39:45,few clouds,0.0,0.0
350,Vila Franca Do Campo,37.72,-25.43,62.6,77,20,11.41,PT,2020-02-23 15:39:45,few clouds,0.0,0.0
351,Puqi,29.72,113.88,59.11,80,36,3.18,CN,2020-02-23 15:39:46,scattered clouds,0.0,0.0
352,Skovorodino,53.98,123.92,7.74,96,100,2.82,RU,2020-02-23 15:39:46,light snow,0.0,0.13
353,Flin Flon,54.77,-101.86,26.6,79,75,9.17,CA,2020-02-23 15:39:46,broken clouds,0.0,0.0
354,Mogwase,-25.18,27.27,81.66,45,89,22.12,ZA,2020-02-23 15:39:46,light rain,0.38,0.0
355,Semnan,35.57,53.4,56.5,42,0,10.07,IR,2020-02-23 15:39:46,clear sky,0.0,0.0
356,Boende,-0.22,20.87,92.97,41,83,1.07,CD,2020-02-23 15:39:47,broken clouds,0.0,0.0
357,Puerto Colombia,10.99,-74.95,82.4,69,40,16.11,CO,2020-02-23 15:39:47,scattered clouds,0.0,0.0
358,Vestmannaeyjar,63.44,-20.27,33.8,74,75,23.04,IS,2020-02-23 15:39:47,broken clouds,0.0,0.0
359,Chongwe,-15.33,28.68,77.2,86,87,1.92,ZM,2020-02-23 15:39:47,light rain,2.81,0.0
360,Ganzhou,28.82,115.43,55.81,80,67,2.82,CN,2020-02-23 15:39:47,broken clouds,0.0,0.0
361,Sabang,5.89,95.32,83.48,75,0,21.0,ID,2020-02-23 15:39:48,clear sky,0.0,0.0
362,Huescar,37.81,-2.54,68.0,33,0,5.01,ES,2020-02-23 15:39:48,clear sky,0.0,0.0
363,Xingyi,24.19,102.82,50.88,94,17,4.05,CN,2020-02-23 15:39:48,few clouds,0.0,0.0
364,Jamsa,61.86,25.19,37.0,74,90,10.29,FI,2020-02-23 15:39:49,light rain,0.0,0.0
365,Kenora,49.82,-94.43,24.8,73,20,10.29,CA,2020-02-23 15:39:49,few clouds,0.0,0.0
366,Prince Rupert,54.32,-130.32,35.6,64,90,2.24,CA,2020-02-23 15:36:26,overcast clouds,0.0,0.0
367,Isla Vista,34.41,-119.86,51.8,93,1,4.5,US,2020-02-23 15:39:49,clear sky,0.0,0.0
368,Kayerkan,69.35,87.76,14.0,85,75,29.08,RU,2020-02-23 15:39:49,shower snow,0.0,0.0
369,San Cristobal,7.77,-72.22,75.2,83,75,4.7,VE,2020-02-23 15:39:50,fog,0.0,0.0
370,Laguna,38.42,-121.42,48.99,87,1,4.7,US,2020-02-23 15:39:17,clear sky,0.0,0.0
371,Leningradskiy,69.38,178.42,-12.17,80,100,7.09,RU,2020-02-23 15:39:50,overcast clouds,0.0,0.0
372,Vitim,59.45,112.56,14.86,96,100,4.34,RU,2020-02-23 15:39:50,light snow,0.0,0.31
373,Pevek,69.7,170.31,-10.8,97,100,3.0,RU,2020-02-23 15:39:50,light snow,0.0,0.13
374,Harer,9.31,42.13,70.75,49,64,15.97,ET,2020-02-23 15:39:51,broken clouds,0.0,0.0
375,Mayo,38.89,-76.51,52.0,45,1,5.82,US,2020-02-23 15:39:51,clear sky,0.0,0.0
376,Khuzdar,27.74,66.64,64.06,32,41,3.85,PK,2020-02-23 15:36:14,scattered clouds,0.0,0.0
377,Pullman,46.73,-117.18,41.0,80,40,5.82,US,2020-02-23 15:38:34,scattered clouds,0.0,0.0
378,Hami,42.8,93.45,31.86,52,57,3.91,CN,2020-02-23 15:39:51,broken clouds,0.0,0.0
379,Kassala,15.45,36.4,93.52,18,17,13.33,SD,2020-02-23 15:39:52,few clouds,0.0,0.0
380,Ayan,56.45,138.17,-1.77,76,63,3.44,RU,2020-02-23 15:39:52,broken clouds,0.0,0.0
381,Hofn,64.25,-15.21,35.6,34,20,16.11,IS,2020-02-23 15:39:52,few clouds,0.0,0.0
382,Bumba,2.18,22.47,97.99,21,50,5.7,CD,2020-02-23 15:39:52,scattered clouds,0.0,0.0
383,Aflao,6.12,1.19,91.4,66,20,12.75,TG,2020-02-23 15:39:53,few clouds,0.0,0.0
384,Acajutla,13.59,-89.83,81.34,56,0,0.58,SV,2020-02-23 15:38:13,clear sky,0.0,0.0
385,Kirakira,-10.45,161.92,77.34,88,2,6.13,SB,2020-02-23 15:39:53,clear sky,0.0,0.0
386,Aitape,-3.14,142.35,82.47,81,100,14.36,PG,2020-02-23 15:39:53,light rain,0.81,0.0
387,Gao,16.64,1.64,98.49,6,33,17.85,ML,2020-02-23 15:39:54,scattered clouds,0.0,0.0
388,Belmopan,17.25,-88.77,71.6,73,35,6.93,BZ,2020-02-23 15:35:43,scattered clouds,0.0,0.0
389,Samarai,-10.62,150.67,77.92,89,1,1.99,PG,2020-02-23 15:39:54,light rain,1.13,0.0
390,Kodiak,57.79,-152.41,17.6,40,1,26.4,US,2020-02-23 15:39:54,clear sky,0.0,0.0
391,Tadine,-21.55,167.88,75.27,79,34,9.17,NC,2020-02-23 15:39:55,scattered clouds,0.0,0.0
392,High Level,58.52,-117.14,17.6,67,5,4.7,CA,2020-02-23 15:39:55,clear sky,0.0,0.0
393,Zhangye,38.93,100.45,37.06,33,57,10.89,CN,2020-02-23 15:39:55,broken clouds,0.0,0.0
394,Sinnamary,5.38,-52.95,79.39,82,71,16.73,GF,2020-02-23 15:39:55,light rain,0.38,0.0
395,Savannah Bight,16.45,-85.85,76.93,67,96,12.64,HN,2020-02-23 15:39:55,overcast clouds,0.0,0.0
396,Bardiyah,31.76,25.09,55.45,66,23,19.24,LY,2020-02-23 15:39:56,light rain,0.69,0.0
397,Fairbanks,64.84,-147.72,-4.0,83,90,3.36,US,2020-02-23 15:37:51,light snow,0.0,0.0
398,Road Town,18.42,-64.62,81.0,65,20,11.41,VG,2020-02-23 15:39:57,few clouds,0.0,0.0
399,Chato,-2.64,31.77,77.97,65,100,7.85,TZ,2020-02-23 15:39:58,overcast clouds,0.0,0.0
400,Veraval,20.9,70.37,73.18,52,0,1.59,IN,2020-02-23 15:39:58,clear sky,0.0,0.0
401,Emba,48.83,58.14,21.99,93,100,8.3,KZ,2020-02-23 15:39:59,overcast clouds,0.0,0.0
402,Benguela,-12.58,13.41,87.8,62,75,9.17,AO,2020-02-23 15:39:59,broken clouds,0.0,0.0
403,Ishigaki,24.34,124.16,68.7,75,100,16.11,JP,2020-02-23 15:39:59,overcast clouds,0.0,0.0
404,De Aar,-30.65,24.01,77.77,18,0,16.96,ZA,2020-02-23 15:39:59,clear sky,0.0,0.0
405,Coahuayana,18.73,-103.68,73.4,69,20,3.36,MX,2020-02-23 15:39:59,few clouds,0.0,0.0
406,San Jose,37.34,-121.89,51.8,81,75,3.36,US,2020-02-23 15:35:00,broken clouds,0.0,0.0
407,General Roca,-39.03,-67.58,77.0,47,0,5.82,AR,2020-02-23 15:40:00,clear sky,0.0,0.0
408,Taoudenni,22.68,-3.98,96.3,5,61,16.37,ML,2020-02-23 15:40:00,broken clouds,0.0,0.0
409,Sangar,63.92,127.47,-10.82,99,98,1.1,RU,2020-02-23 15:40:00,overcast clouds,0.0,0.0
410,Ipixuna,-1.76,-48.8,86.0,62,75,10.29,BR,2020-02-23 15:40:01,broken clouds,0.0,0.0
411,Lohja,60.25,24.07,39.2,69,75,13.87,FI,2020-02-23 15:40:01,shower rain,0.0,0.0
412,Bambous Virieux,-20.34,57.76,80.6,83,75,1.61,MU,2020-02-23 15:40:01,shower rain,0.0,0.0
413,Parry Sound,45.35,-80.03,37.0,81,91,7.0,CA,2020-02-23 15:39:30,overcast clouds,0.0,0.0
414,Ostrovnoy,68.05,39.51,31.8,94,100,21.3,RU,2020-02-23 15:40:02,light snow,0.0,1.13
415,Kaduna,10.52,7.44,96.1,7,3,12.5,NG,2020-02-23 15:40:02,clear sky,0.0,0.0
416,Ayagoz,47.97,80.44,13.64,94,99,6.89,KZ,2020-02-23 15:40:02,light snow,0.0,0.19
417,Northam,51.03,-4.22,53.6,71,40,16.11,GB,2020-02-23 15:40:03,scattered clouds,0.0,0.0
418,Caravelas,-17.71,-39.25,79.92,86,99,19.42,BR,2020-02-23 15:40:03,moderate rain,5.25,0.0
419,Bykivka,50.29,27.98,40.87,70,99,15.84,UA,2020-02-23 15:40:03,overcast clouds,0.0,0.0
420,Humaita,-7.51,-63.02,76.15,94,100,1.34,BR,2020-02-23 15:40:03,overcast clouds,0.0,0.0
421,Axim,4.87,-2.24,88.54,66,100,3.8,GH,2020-02-23 15:40:03,light rain,2.88,0.0
422,Bobrovka,54.05,61.75,14.54,94,0,8.14,RU,2020-02-23 15:40:04,clear sky,0.0,0.0
423,Dabat,12.98,37.77,77.72,18,14,2.62,ET,2020-02-23 15:40:04,few clouds,0.0,0.0
424,Aykhal,66.0,111.5,3.2,84,100,4.47,RU,2020-02-23 15:40:04,overcast clouds,0.0,0.0
425,Altay,47.87,88.12,13.95,97,100,0.89,CN,2020-02-23 15:40:04,light snow,0.0,0.5
426,Jining,35.41,116.58,50.86,65,9,9.42,CN,2020-02-23 15:40:04,clear sky,0.0,0.0
427,Cachoeiras De Macacu,-22.46,-42.65,80.6,65,75,6.93,BR,2020-02-23 15:40:05,broken clouds,0.0,0.0
428,Malartic,48.13,-78.13,30.99,100,75,8.05,CA,2020-02-23 15:40:05,mist,0.0,0.0
429,Singaraja,-8.11,115.09,83.5,73,62,2.93,ID,2020-02-23 15:40:06,broken clouds,0.0,0.0
430,Batagay-Alyta,67.8,130.41,-18.54,88,68,2.91,RU,2020-02-23 15:40:06,broken clouds,0.0,0.0
431,Kavieng,-2.57,150.8,84.61,70,79,9.82,PG,2020-02-23 15:40:06,broken clouds,0.0,0.0
432,Gizo,-8.1,156.84,77.65,89,49,5.08,SB,2020-02-23 15:40:07,scattered clouds,0.0,0.0
433,Tautira,-17.73,-149.15,77.0,78,34,2.24,PF,2020-02-23 15:40:07,light rain,0.25,0.0
434,Matara,5.95,80.54,76.46,89,99,8.41,LK,2020-02-23 15:37:19,light rain,0.38,0.0
435,Namibe,-15.2,12.15,74.98,82,100,11.36,AO,2020-02-23 15:40:07,overcast clouds,0.0,0.0
436,Ahipara,-35.17,173.17,57.99,100,0,19.37,NZ,2020-02-23 15:40:08,clear sky,0.0,0.0
437,Buzmeyin,38.05,58.21,55.4,71,75,4.7,TM,2020-02-23 15:40:08,broken clouds,0.0,0.0
438,Manado,1.49,124.85,77.0,94,40,2.24,ID,2020-02-23 15:40:08,scattered clouds,0.0,0.0
439,Guerrero Negro,27.98,-114.06,57.85,74,100,13.56,MX,2020-02-23 15:40:08,overcast clouds,0.0,0.0
440,Nadym,65.53,72.52,25.95,90,92,22.32,RU,2020-02-23 15:40:08,overcast clouds,0.0,0.0
441,Tonj,7.27,28.68,101.62,8,33,6.08,SS,2020-02-23 15:40:09,scattered clouds,0.0,0.0
442,Necochea,-38.55,-58.74,77.0,20,0,8.01,AR,2020-02-23 15:40:09,clear sky,0.0,0.0
443,Buta,2.79,24.73,96.46,19,67,1.41,CD,2020-02-23 15:40:09,broken clouds,0.0,0.0
444,Carlyle,38.61,-89.37,48.99,57,1,8.05,US,2020-02-23 15:40:09,clear sky,0.0,0.0
445,Hobyo,5.35,48.53,78.33,68,14,18.72,SO,2020-02-23 15:40:10,few clouds,0.0,0.0
446,Pangnirtung,66.15,-65.71,-32.13,95,99,2.64,CA,2020-02-23 15:40:10,overcast clouds,0.0,0.0
447,Wuxue,29.85,115.55,55.81,82,14,7.96,CN,2020-02-23 15:40:10,few clouds,0.0,0.0
448,Praya,14.92,-23.51,75.2,60,90,20.8,CV,2020-02-23 15:40:10,overcast clouds,0.0,0.0
449,Minab,27.15,57.08,73.4,83,33,9.17,IR,2020-02-23 15:40:11,mist,0.0,0.0
450,Uglegorsk,49.08,142.03,14.95,83,83,14.9,RU,2020-02-23 15:40:11,broken clouds,0.0,0.0
451,Kota Kinabalu,5.97,116.07,80.01,78,20,3.36,MY,2020-02-23 15:37:18,few clouds,0.0,0.0
452,Qaqortoq,60.72,-46.03,24.8,68,100,4.7,GL,2020-02-23 15:40:11,light snow,0.0,0.75
453,Nishihara,26.18,127.76,62.6,67,20,3.36,JP,2020-02-23 15:40:11,few clouds,0.0,0.0
454,Goderich,43.75,-81.72,39.0,73,84,14.0,CA,2020-02-23 15:40:12,broken clouds,0.0,0.0
455,Tura,25.52,90.22,69.69,46,0,3.67,IN,2020-02-23 15:40:12,clear sky,0.0,0.0
456,Kuryk,43.2,51.65,47.5,90,91,7.43,KZ,2020-02-23 15:40:12,overcast clouds,0.0,0.0
457,Halifax,44.65,-63.57,43.0,59,20,10.29,CA,2020-02-23 15:39:00,few clouds,0.0,0.0
458,Kraskino,42.71,130.78,37.78,56,100,13.67,RU,2020-02-23 15:40:12,overcast clouds,0.0,0.0
459,Wukari,7.85,9.78,104.52,7,0,10.36,NG,2020-02-23 15:40:13,clear sky,0.0,0.0
460,Choya,52.01,86.55,19.36,97,100,1.57,RU,2020-02-23 15:40:13,light snow,0.0,0.56
461,Kampot,10.62,104.18,82.4,65,30,5.82,KH,2020-02-23 15:40:13,scattered clouds,0.0,0.0
462,Dutlwe,-23.98,23.9,75.43,65,83,17.36,BW,2020-02-23 15:40:14,light rain,1.06,0.0
463,Ballarat,-37.57,143.85,62.01,84,45,2.68,AU,2020-02-23 15:40:14,scattered clouds,0.0,0.0
464,Karratha,-20.74,116.85,81.77,79,0,15.48,AU,2020-02-23 15:38:27,clear sky,0.0,0.0
465,Lagoa,39.05,-27.98,59.11,71,30,5.79,PT,2020-02-23 15:40:14,scattered clouds,0.0,0.0
466,San Andres,12.58,-81.7,84.2,62,20,5.82,CO,2020-02-23 15:39:15,few clouds,0.0,0.0
467,Morbach,49.82,7.12,55.99,93,90,28.86,DE,2020-02-23 15:40:15,light rain,0.0,0.0
